id,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,genres,production_companies,vote_average,release_year
325,0,0,Bad Hair Day,Laura Marano|Leigh-Allyn Baker|Christian Campbell|Kiana Madeira|Christian Paul,http://disneychannel.disney.com/bad-hair-day,Erik Canuel,,,"The film is about a high school tech whiz (Laura Marano), who is determined to become prom queen. But on the big day, she suddenly wakes up having a bad hair day, and her destroyed prom dress, and everything that can go wrong, does go badly wrong. A police officer (Leigh-Allyn Baker) seeks the necklace that the teen somehow ends up possessing. Prom day goes really bad as the pair is pursued by a dogged jewel thief (Christian Campbell) on a wild ride cross around the city.",TV Movie|Adventure|Comedy,Muse Entertainment Enterprises,6.5,2015
326,5000000,0,Area 51,Reid Warner|Darrin Bragg|Ben Rovner|Jelena Nik|Roy Abramsohn,,Oren Peli,,found footage|area 51,"Three young conspiracy theorists attempt to uncover the mysteries of Area 51, the government's secret location rumored to have hosted encounters with alien beings. What they find at this hidden facility exposes unimaginable secrets.",Horror|Thriller|Science Fiction,Insurge Pictures,4.4,2015
327,0,0,San Andreas Quake,Jhey Castles|Jason Woods|Grace Van Dien|Elaine Partnow|Lane Townsend,http://www.theasylum.cc/product.php?id=268,John Baumgartner,,earthquake|los angeles|family|tv|seismologist,"When a discredited L.A. Seismologist warns of an impending 12.7 earthquake, no one takes her seriously. Now on her own, she races desperately to get her family to safety before the earthquake breaks Los Angeles apart from the mainland.",TV Movie|Action|Science Fiction,The Asylum,3.7,2015
328,6000000,0,The Runner,Nicolas Cage|Sarah Paulson|Connie Nielsen|Peter Fonda|Bryan Batt,,Austin Stark,Power always comes at a price,,"In the aftermath of the BP oil spill, an idealistic but imperfect New Orleans politician (Nicolas Cage) finds his plans of restoration unraveling as his own life becomes contaminated with corruption, scandal and deceit.",Drama,Paper Street Films|Back Lot Pictures|KGB Media,4.8,2015
329,0,0,Advantageous,Jacqueline Kim|James Urbaniak|Freya Adams|Ken Jeong|Jennifer Ehle,,Jennifer Phang,,identity|unemployment|dystopic future|woman director|corporation,"In a near-future city where soaring opulence overshadows economic hardship, Gwen and her daughter, Jules, do all they can to hold on to their joy, despite the instability surfacing in their world.",Science Fiction|Drama|Family,,6.4,2015
330,0,0,Partisan,Vincent Cassel|Nigel Barber|Jeremy Chabriel|Florence Mezzara|Sosina Wogayehu,,Ariel Kleiman,,birthday|chicken|food,"On the edge of a crumbling city, 11-year-old Alexander lives in a sequestered commune alongside other children, their mothers, and charismatic leader, Gregori. Gregori teaches the children how to raise livestock, grow vegetables, work as a community - and how to kill. With the birth of a new baby brother weighing on his mind, Alexander begins to question Gregoriâ€™s overpowering influence on the children and their training to become assassins. Threatened by his increasing unwillingness to fall in line, Gregoriâ€™s behavior turns erratic and adversarial toward the child he once considered a son. With the two set dangerously at odds and the communeâ€™s way of life disintegrating, the residents fear a violent resolution is at hand.",Thriller|Drama,Warp Films Australia|Animal Kingdom|Carver Films,5.8,2015
331,4400000,0,R.L. Stine's Monsterville: The Cabinet of Souls,Dove Cameron|Katherine McNamara|Ryan McCartan|Laine MacNeil|Briana Buckmaster,,Peter DeLuise,,,Teenage friends must resist the spell of an evil showman staging a house of horrors show in their small town.,Comedy|Horror,EveryWhere Studios,7.2,2015
332,10000000,17472,Strangerland,Nicole Kidman|Joseph Fiennes|Hugo Weaving|Lisa Flanagan|Megan Alston,,Kim Farrant,To find the truth they must lose themselves.,australia|missing child|outback|alcoholic drink|troubled marriage,"Newly arrived to a remote desert town, Catherine and Matthew are tormented by a suspicion when their two teenage children mysteriously vanish.",Drama|Thriller,Worldview Entertainment,5,2015
333,0,0,Ashby,Mickey Rourke|Nat Wolff|Emma Roberts|Sarah Silverman|Adam Aalderks,https://www.bankside-films.com/screeners/ashby.html#,Tony McNamara,Life is about knowing how to take a hit.,cia|assassin|romance|neighbor|teenager,"When new kid in town Ed Wallis is given an assignment to interview an older person, he turns to his mysterious neighbor, Ashby Holt for help.  That new connection leads to unexpected journeys for both of them, as Ashby â€“ who turns out to be a retired CIA assassin â€“ deals with a terminal prognosis, and Ed deals with adjusting to life with his newly single mom and developing relationship with a brainy classmate, Eloise.",Drama|Romance|Comedy,Head Gear Films|Metrol Technology|Langley Park Productions,5.9,2015
334,0,0,Beautiful & Twisted,Rob Lowe|Paz Vega|Candice Bergen|Seychelle Gabriel|Jude Ciccolella,,Christopher Zalla,Based on the infamous true story.,murder|true crime|tv movie,"Following the murder of hotel heir Ben Novack Jr., police focus their investigation on his wife, Narcy.",Crime|Drama|Thriller,Sony Pictures Television|Silver Screen Pictures,5.4,2015
335,0,0,Ronaldo,Cristiano Ronaldo,http://www.ronaldothefilm.com,Anthony Wonke,Astonishing. Intimate. Definitive.,biography|soccer player,"Filmed over 14 months with unprecedented access into the inner circle of the man and the sport, this is the first official and fully authorised film of one of the most celebrated figures in football.  For the first time ever, the world gets vividly candid and un-paralleled, behind-closed-doors access to the footballer, father, family-man and friend in this moving &amp; fascinating documentary. Through in-depth conversations, state of the art football footage and never before seen archival footage, the film gives an astonishing insight into the sporting and personal life of triple Ballon D'Or winner Cristiano Ronaldo at the peak of his career.  From the makers of â€˜Sennaâ€™ and â€˜Amyâ€™, Ronaldo takes audiences on an intimate and revealing journey of what itâ€™s like to live as an iconic athlete in the eye of the storm.",Documentary,"On The Corner Films|We Came, We Saw, We Conquered Studios",6.5,2015
336,0,0,Going Clear: Scientology and the Prison of Belief,Paul Haggis|Jason Beghe|Alex Gibney|Lawrence Wright|Sherry Stringfield,http://www.hbo.com/documentaries/going-clear/,Alex Gibney,,cult|scientology,"Going Clear intimately profiles eight former members of the Church of Scientology, shining a light on how they attract true believers and the things they do in the name of religion.",Documentary,Jigsaw Productions|HBO Documentary Films|Sky Atlantic,7.8,2015
337,0,0,Zipper,Patrick Wilson|Lena Headey|Richard Dreyfuss|Ray Winstone|John Cho,,Mora Stephens,Why take the risk,woman director,"Sam Ellis is a man on the rise â€” a hot-shot federal prosecutor on the cusp of a bright political future. But what was meant to be a one-time experience with an escort turns into a growing addiction â€” a new demon threatening to destroy his life, family, and career.",Thriller|Drama,Protozoa Pictures|Cargo Entertainment|33 Pictures,5.5,2015
338,0,0,War Pigs,Luke Goss|Dolph Lundgren|Chuck Liddell|Noah Segan|Steven Luke,,Ryan Little,Victory is the only option,world war ii|nazis,A rag tag unit of misfits known as the War Pigs must go behind enemy lines to exterminate Nazis by any means necessary.,War|Action,VMI Worldwide|Verdi Productions|Schuetzle Company Productions|The Fyzz Facility,4.9,2015
339,0,0,Turbo Kid,Munro Chambers|Laurence Leboeuf|Michael Ironside|Aaron Jeffery|Edwin Wright,,FranÃ§ois Simard|Anouk Whissell|Yoann-Karl Whissell,This is the future... This is the year 1997.,post-apocalyptic|dystopia|gore|bmx|violence,"In a post-apocalyptic wasteland, an orphaned teen must battle a ruthless warlord to save the girl of his dreams.",Adventure|Action|Comedy|Science Fiction,Epic Pictures Group|Timpson Films|EMA Films,6.6,2015
340,0,0,Barbie in Rock 'N Royals,Kelly Sheridan|Jordyn Kane|Chiara Zanni|Bethany Brown|Michael Dobson,,Karen J. Lloyd,,princess|barbie doll,"In this upbeat musical, Barbie stars as Princess Courtney, a modern princess whose world is turned upside down when she switches places with Erika, a famous rockstar. Two very different worlds collide when a mix-up sends Princess Courtney to Camp Pop and Erika, to Camp Royalty. While the leaders of the rival camps try to correct the mix-up, both Courtney and Erika learn to adjust to the different worlds and have fun while making new, unexpected friends. When the girls learn both camps are at risk of shutting down, they must embrace their differences, find their true voices, and come together for an epic sing-off that shows anything is possible when you dare to dream big!",Animation|Music|Family,Mattel,6.3,2015
341,0,0,Circle,Julie Benz|Carter Jenkins|Cesar Garcia|Mercy Malick|Lisa Pelikan,,Aaron Hann|Mario Miscione,In hereâ€¦ everything gets you killed.,survival|execution|stranger|no memory,Could you trust a jury of your peers with your life? The contestants of a mysterious death game must make harrowing decisions as they strategize for survival in this psychological sci-fi thriller.,Drama|Horror|Science Fiction|Thriller,Votiv Films|Taggart Productions,6.1,2015
342,0,16661077,Monkey Kingdom,Tina Fey,,Mark Linfield|Alastair Fothergill,Adventure is in Full Swing.,,"A newborn monkey and its mother struggle to survive within the competitive social hierarchy of the Temple Troop, a dynamic group of monkeys who live in ancient ruins found deep in the storied jungles of South Asia.",Animation|Documentary,Disneynature,6.3,2015
343,0,0,Joe Dirt 2: Beautiful Loser,David Spade|Brittany Daniel|Dennis Miller|Christopher Walken|Adam Beach,http://www.crackle.com/c/joe-dirt-2-beautiful-loser,Fred Wolf,Go Hick Yourself,white trash,"When happy family man Joe Dirt finds himself transported to the recent past, he begins an epic journey to get back to his loved ones in the present.",Comedy,Happy Madison Productions,4.2,2015
344,0,0,Minions: The Competition,Pierre Coffin|Chris Renaud,,Kyle Balda|Julien Soret,,minions,Two minions working in a bomb lab get competitive.,Animation,Illumination Entertainment,5.9,2015
345,0,7449681,I'll See You in My Dreams,Blythe Danner|June Squibb|Rhea Perlman|Mary Kay Place|Aarti Mann,,Brett Haley,,widow|friendship,"A sudden loss disrupts Carolâ€™s orderly life, propelling her into the dating world for the first time in 20 years. Finally living in the present tense, she finds herself swept up in not one, but two unexpected relationships that challenge her assumptions about what it means to grow old.",Drama|Comedy,Northern Lights Films|Jeff Rice Films|Two Flints,6.2,2015
346,0,0,Jesse Stone: Lost in Paradise,Tom Selleck|William Devane|Gloria Reuben|Luke Perry|Leslie Hope,http://www.hallmarkchannel.com/jesse-stone-lost-in-paradise,Robert Harmon,,,"Once a Los Angeles homicide detective, Police Chief Jesse Stone now presides over the quiet, seaside village of Paradise, Massachusetts. When the facts don't add up in a brutal Boston-area murder case, Jesse opens an investigation filled with surprises, unlikely suspects and grave danger. Though it's widely believed the murder was committed by an incarcerated serial killer, Jesse suspects another killer is at large and is hell-bent on bringing him to justice.",Drama|TV Movie|Crime|Mystery,Sony Pictures Television,5.6,2015
347,0,494506,Steve Jobs: The Man in the Machine,Bob Belleville|Chrisann Brennan|Nolan Bushnell|Jason Chen|Nick Denton,http://www.magpictures.com/stevejobsthemaninthemachine/,Alex Gibney,Bold. Brilliant. Brutal.,technology|computer|history|apple,"When Steve Jobs died the world wept. But what accounted for the grief of millions of people who didnâ€™t know him? This evocative film navigates Jobs' path from a small house in the suburbs, to zen temples in Japan, to the CEO's office of the world's richest company, exploring how Jobsâ€™ life and work shaped our relationship with the computer. The Man in the Machine is a provocative and sometimes startling re-evaluation of the legacy of an icon.",Documentary,Magnolia Pictures|Jigsaw Productions|CNN Films,6.2,2015
348,0,0,Babysitter's Black Book,Spencer Locke|Angeline Appel|Lauren York|Steffani Brass|David Shatraw,http://www.mylifetime.com/movies/babysitters-black-book,Lee Friedlander,,babysitter|escort service|high school|hooker|babysitting,"When her parents' financial problems threaten Ashley's dreams for college, the high school whiz kid takes matters into her own hands. She and her girlfriends turn their babysitting business into a wildly successful escort service for dads. But in this small suburban community, nothing stays secret for long.",Drama|TV Movie,Johnson Production Group|Shadowland,5.9,2015
349,0,0,The Ones Below,ClÃ©mence PoÃ©sy|David Morrissey|Stephen Campbell Moore|Laura Birn|Deborah Findlay,http://www.bbc.co.uk/bbcfilms/film/the_ones_below,David Farr,How well do you know your neighbors?,baby|expecting|neighbors,A couple expecting their first child discover an unnerving difference between themselves and the couple living in the flat below them who are also having a baby.,Thriller,BBC Films|Kreo Films FZ|Cuba Pictures|Tigerlily Films,5.9,2015
